address,price,bedrooms,bathrooms,property_type,area,county,features,date_of_construction
"Tullagubbeen, Castleisland, Co. Kerry, V92V5W5",275000,4,3,Detached,castleisland-kerry,Kerry,"Four bedroom bungalow residence, Tranquil rural setting just 4km from the N21 Castleisland to Limerick Road, Elevated site (0.65 acres) with beautiful views of the surrounding hinterland, Maintained in very good condition, Bright and spacious throughout , Patio to the rear, 7km from Castleisland",1965
"15 Curran Park, Balbriggan, Co. Dublin, K32AX76",325000,3,1,Terrace,balbriggan-dublin,Dublin,"Immaculate 3-Bedroom Family Home, Beautifully Presented Throughout, Charming Cobblelock Front Driveway, Private and Secluded Rear Garden, Sun-Drenched West-Facing Aspect, Overlooking Expansive Green Space, Prime Location in Mature Town Centre Development",0
"7 Mount Rochford Drive, Balbriggan, Co. Dublin, K32D285",435000,4,3,Semi-D,balbriggan-dublin,Dublin,"Superb 4 bed semi-detached house with large attic room, Beautiful condition throughout, Located directly overlooking the green area, Spacious accommodation with large living room to the front, Modern fitted kitchen and open plan with dining room, Gas central heating with upgraded boiler, Newly installed double-glazed windows, Main bedroom with ensuite and built-in wardrobes, Two Parking spaces directly to the front of property &amp; side access to large rear garden, Sunny west facing rear garden with paved patio and barna shed",2004
"11 Willowbrook, Newcastle Road, Kilcoole, A63T670",295000,2,2,Apartment,greystones-wicklow,Wicklow,"Two Bedrooms, Two Bathrooms, Lateral Apartment, Balcony, Attic",2007
"176 Vernon Avenue, Clontarf, Dublin 3, D03YH99",845000,4,2,Semi-D,N/A,N/A,"Four Bedroomed Family Home, Spacious Property (approx. 1518 sq.ft), Gas Fired Central Heating, South Facing Aspect, Gated Side Entrance, Newly Fitted Windows & Kitchen (2022), Ample Off-Street Parking, Prime Residential Setting, Within seconds of a selection of local shops, cafes and restaurants, Within 900 metres of Killester DART",1965
"Cherry Lodge, Hillsborough, Model Farm Road, Co. Cork, T12RDP4",1050000,4,4,Detached,model-farm-road-cork,Cork,,1994
"13 Donoughmore Crescent, Kincora Park, Limerick City, Co. Limerick, V94AX5N",130000,3,1,Terrace,limerick-city,Limerick,"Centrally located in a mature neighbourhood within walking distance of the City Centre., Double Glazed PVC Windows , Gas Fired Central Heating , Off Street Parking , Built c.1970, Garden Shed, Online public auction arranged for the 12th December which may be subject to change.",1970
"104 Country Meadows, Cloontooa, Tuam, Co. Galway, H54NP74",210000,4,2,Semi-D,tuam-galway,Galway,"Constructed in 2006, Adjacent to all local amenities, Great Potential in this quiet residential area",0
"The Laurels, Kinnegad, Co. Westmeath, N91C6C8",295000,3,1,Detached,kinnegad-westmeath,Westmeath,,0
"Apartment 17 , Sandyridge, Ardkeen Woods, Waterford City Centre, X91EV12",190000,2,2,Apartment,N/A,N/A,"Excellent 2 bed 2 bath apartment  , Immediate to University Hospital Waterford, Ardkeen and Tesco Shopping Complexes, C2 BER Rating , Previous Rent € 1350 set Dec 2022, Management Charges 2024  € 1210, Ample Parking available  ",2002
"4a, Balnagowan, Dublin 17, D06TP30",330000,1,1,Apartment,N/A,N/A,"Top location just off Palmerston Park Dublin 6, Pristine Condition, Designated Parking, Host of great local amenities, Overlook private park, Stunning grounds, Gated development, Beside great public transport",1983
"20 Dun Emer Park, Dundrum, Ballinteer, Dublin 16, D16W9F2",720000,4,2,Semi-D,ballinteer-dublin,Dublin,"Generous Size, Location, Public Transport, Large Garden",1968
"8 Riverside Lawns, Kinnegad, Co. Westmeath, N91VH96",295000,3,2,Semi-D,kinnegad-westmeath,Westmeath,,1999
"71 Fanan, Letteragh Road, Rahoon, Co. Galway, H91W6AW",475000,4,2,"End of Terrace",rahoon-galway,Galway,"Excellent end of terrace residence, Turn-key condition, A2 energy rating, Off-street parking, Well maintained development, Managed estate, Fee of approx &amp;euro;474 per annum, Landscaped communal areas, Stira access to attic",2020
"215 Steeplechase Green, Ratoath, Ratoath, Co. Meath, A85HX94",300000,3,3,Terrace,ratoath-meath,Meath,"Lovely three bedroomed mid-terraced home presented in good condition throughout., Nicely positioned overlooking a large green within this popular development., Viewing comes highly recommended!",2004
"Dark Road KILCOLGAN, Kilcolgan, Co. Galway, H91P29A",695000,4,4,Detached,kilcolgan-galway,Galway,"OUTSTANDING GROUNDS AND MANICURED GARDENS, RURAL SETTING WITHIN 10 MINS OF ORANMORE VILLAGE, QUALITY FINISHES THROUGHOUT, HOLLOWCORE FLOORING, FLOORED ATTIC WITH NATURAL LIGHT IS SEPARATE 40 SQM ",0
"12 Cluain Dubh, Fr Russell Road, Raheen, Co. Limerick, V94WPR9",595000,5,4,Detached,raheen-limerick,Limerick,,2007
"Apartment 85, Mayeston Court, Finglas, Dublin 11, D11KX57",295000,2,2,Apartment,finglas-dublin,Dublin,"4th floor 2 Bedroom Penthouse Apartment, Presented in walk-in condition with high ceilings throughout , Surround Southwest facing Terrace approx. 39 sqm (420sqft), PVC double glazed windows, Gas Fired Central Heating , Provision for parking 2 Cars , Large open space nearby with children's playground, Management Fee - '¬1,502.00 per annum, Modern development close to numerous amenities, On view by Appointment",2006
"28 Ardleigh Park, Mullingar, Co. Westmeath, N91X9K4",255000,3,2,Semi-D,mullingar-westmeath,Westmeath,,0
"12 Chapel View, Lucan, Co. Dublin, K78D272",295000,2,2,Apartment,lucan-dublin,Dublin,"First floor 2-bed Apartment in walk-in condition, Spacious layout, Modern open plan concept, Dual Balconies, Direct access to Sarsfield Park, 1x Underground designated parking space, Located in Lucan Village",2000
"Apartment 8 , 1 Beau Park Street, Clongriffin, Dublin 13, D13TX61",299000,2,1,Apartment,clongriffin-dublin,Dublin,,2005
"Apartment 29 , Block C, Tower Hall, Swords Central, Main Street, Swords, Co. Dublin, K67T279",325000,3,2,Apartment,swords-dublin,Dublin,"Located in the heart of Swords, Penthouse apartment with 3 bedrooms & beautiful uninterupted views, Designated underground carspace, Two balconies overlooking Swords Main Street, Impressive floor to ceiling windows in two of the bedrooms",2003
"3 Rath Mor, Killeshin, Carlow Town, Co. Carlow",450000,4,3,Detached,carlow-town-carlow,Carlow,,0
"D3, Garden Apartments, Devoy Quarter, Naas, Co. Kildare, W91TX02",275000,2,2,Apartment,naas-kildare,Kildare,"Prime Location, Walking Distance from Naas Town Centre, 7 minute's drive from M7, All ground floor accommodation , Fully alarmed, Generous bedroom sizes, Newly fitted carpets",0
"56 Mallfield, Thomastown, Thomastown, Co. Kilkenny, R95YW29",260000,3,3,Semi-D,thomastown-kilkenny,Kilkenny,"Walking distance to Thomastown Gaa Grounds, Near the rear of the development in a quiet cul-de-sac, Sought-after location within walking distance of all town amenities",2003
"318 Block 17b, Marina Village, Malahide, Co. Dublin, K36X727",400000,2,2,Apartment,malahide-dublin,Dublin,,0
"Apt 6c, Fernleigh Grove, Castleknock, Dublin 15, D15XC92",295000,2,1,Apartment,castleknock-dublin,Dublin,,2001
"Clooncan, Ballinlough, Co. Roscommon",40000,2,1,Bungalow,ballinlough-roscommon,Roscommon,"Located beside F45 K290, Countryside location, Open countryside views, Short drive to Castlerea, Ballyhaunis, Knock, Ireland West Airport, Should qualify for Derelict homes grant, Large site with outbuildings, Only one hour drive to Galway, Sligo, Athlone or Westport, Holds huge potential, Excellent value, Viewing recommended",0
"Clooncan, Ballinlough, Loughglynn, Co. Roscommon, F45K290",45000,3,1,Bungalow,loughglynn-roscommon,Roscommon,"Eircode F45K290, Mass concrete house with extention, Countryside location, Open countryside views, Short drive to Castlerea, Ballyhaunis, Ireland West Airport, Knock Shrine, Fantastic property, Grants available, Viewing comes recommended, Exceptional value",0
"2 Sweetbriar Park, Lower Newtown, Waterford City Centre, X91XKX9",329000,3,1,Semi-D,N/A,N/A,"Well-presented, upgraded semi-detached family home in quiet cul de sac, Excellent location convenient to numerous schools and the city centre, Oil fired central heating, uPVC double glazed windows, Two reception rooms, Kitchen / diner, Three bedrooms, Shower room, Low maintenance garden with granite paving , Garage, boiler house and shed, Lawn and garden to front",1955
"Homeville, Cullionmore, Mullingar, Co. Westmeath, N91DD14",395000,5,2,Detached,mullingar-westmeath,Westmeath,,0
"Ladyhill House, Bodenstown, Sallins, Co. Kildare, W91T9H9",525000,7,4,Detached,sallins-kildare,Kildare,"Extensive, versatile bedroom &amp; living accommodation, Lovely sylvan setting in the heart of North Kildare, Less than 10 minutes' drive from Nass &amp; the M7 motorway, Host of period features throughout, Generous room proportions, OFCH",0
"Apartment 185 , Block J, The Gallery, Turvey Walk, Donabate, Co. Dublin, K36HX23",330000,2,2,Apartment,donabate-dublin,Dublin,,2006
"9 Ellensborough Rise, D24 W9E5, Kiltipper, Dublin 24",450000,3,3,Semi-D,kiltipper-dublin,Dublin,,0
"81 Wilfield Road, Sandymount, Sandymount, Dublin 4, D04AH10",850000,4,3,Terrace,sandymount-dublin,Dublin,"Large 4 bedroom family home.         ,  At the end of a cul de sac , 4 bed plus attic conversion, In good condition, Plenty of scope to reconfigure layout if required,  Within walking distance of Sandymount Village & Strand , Convenient for City Centre , Transport links include Dublin Bus & Dart services  ",1948
"Aughamore, 44 Birchwood Heights, Springfield, Tallaght, Dublin 24, D24X6K5",370000,3,1,"End of Terrace",tallaght-dublin,Dublin,"Mature Area, Off Streert Parking, Sunroom with Patio Doors , East Facing , Extended Porch Area, Pvc Windows and Doors, Alarmed , Side Entrance ",0
"119 Bannow Road, Cabra West, Cabra, Dublin 7, D07V0F3",395000,2,1,"End of Terrace",cabra-dublin,Dublin,"Location , Garage space, Off Street Parking , Large South Facing Garden , Alarm",0
"Monasset, Kilbeggan, Cappanrush, Co. Westmeath, N91K8X7",150000,5,2,Bungalow,cappanrush-westmeath,Westmeath,"Oil fire central heating, slated roof, double glazed windows, spacious workshops suitable for many uses",0
"50 Carton Square, Maynooth, Co. Kildare, W23NTV0",395000,3,2,Duplex,maynooth-kildare,Kildare,"Prime town centre location, Delightful southerly aspect, Within easy walking distance of University &amp; Rail Sation, Adjacent to Carton Avenue, Upgraded bathroom, GFCH, Quality flooring throughout, Annual management fee; &amp;euro;1,077, Flooring, blinds, light fittings, cooker, WM &amp; Fridge included in sale",2006
"36 Hillcrest Heights, Hillcrest, Lucan, Co. Dublin, K78Y6W6",395000,3,2,Semi-D,lucan-dublin,Dublin,,0
"51 Idrone Park, Tullow Road, Carlow Town, Co. Carlow, R93V9V4",360000,3,2,Bungalow,carlow-town-carlow,Carlow,,1980
"35 Myrtle House, Longfield Road, The Coast, Baldoyle, Dublin 13, D13HD50",325000,2,2,Apartment,baldoyle-dublin,Dublin,,2001
"10 Fairways, Castlebar, Co. Mayo, F23NY94",299500,4,3,Semi-D,castlebar-mayo,Mayo,"4 beds / 3 baths, 121.44 square metres / 1,307 square feet, Excellent condition throughout., Fitted kitchen with granite worktops & integrated appliances., Comtemporary decor., Oil fired central heating., Very central location.",1998
"6 Lios Mór, Castlebar, Co. Mayo, F23XV07",459000,4,3,Detached,castlebar-mayo,Mayo,"New build 4 bedroom detached., Qualifies for the Help to Buy Scheme., 1,650 square feet., Air to Water and underfloor heating., Hollowcore first floor., Extra high ceilings on both floors., Heat recovery system., A2 energy rating., Off street parking for two vehicles., Landscaped lawns to the front and rear.",0
"Bleachgreen, Collooney, Co. Sligo, F91F535",199000,3,1,Detached,collooney-sligo,Sligo,"Oil fired central heating, Stanley solid fuel stove, Downstairs bedroom, House re-wired 5 years ago, Large 0.6 acre site, Full planning permission granted for extension, Fibre broadband available, All local amenities nearby, Collooney Train Station 2 minute walk , Sligo Town 13 mins drive",0
"34 Castlegrounds, Corofin, Co. Galway, H54EA09",375000,4,3,Detached,corofin-galway,Galway,,0
"9 Highfield Road, Sligo, Co. Sligo, F91A0XF",319000,3,2,Detached,sligo-sligo,Sligo,"Oil fired central heating, uPVC double glazed woodgrain windows, Very well presented property with spacious living areas, Sun room (east facing orientation), Mature front and rear gardens with attaching shed to rear of property, Brick paved drive & rear patio area, Well maintained site with off street parking., Sligo Town Centre minutes walk & close to all amenities including primary & secondary schools, shops, sporting grounds, Sligo Sports Complex & Sligo R, Easy access to all regional/national routes & there is a regular bus service nearby, Extremely popular location just off Pearse Road",0
"9 Riverwood Chase, Castleknock, Dublin 15",550000,3,3,Semi-D,castleknock-dublin,Dublin,"3 Bed 3 Bath, Gas fired central heating, Sought after area, Open plan living",1998
"31 Castleknock Crescent",535000,3,1,Semi-D,castleknock-dublin,Dublin,"Bright and Spacious Three Bed Semi-Detached Home, Quiet Cul-De-Sac Location, Large Rear Garden with Composite Decking, Three Well Appointed Bedrooms, BER C3, Convenient Location Close to a Host of Local Amenities",1981
"35 Darley Terrace, Dublin 8, D08X0N8",449000,3,2,Terrace,dublin-8-dublin,Dublin,"Under Floor Heating ",0
"97 The Hawthorns, Carraroe, Carraroe, Co. Sligo, F91NRR4",179000,2,3,Terrace,carraroe-sligo,Sligo,"Oil fired central heating, Well presented property, PVC double glazed windows & external doors, Patio area to rear garden, Brick driveway with parking, Access to rear garden, Close to all amenities including shops, school, Carraroe retail park etc, Sligo Town Centre only a short drive, Popular residential area",2006
"9 The Avenue, Dunboyne Castle, Dunboyne, Co Meath, A86NW21",700000,4,3,Detached,dunboyne-meath,Meath,"Recently upgraded throughout, Driveway & gated parking, Garage, Extended, Landscaped garden, High end bathrooms throughout, Underfloor heating, BER B2",2006
